construct,standard,host,kind,iso_clause,std_ref,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
CPP_TCGETATTR,tcgetattr,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCGETPGRP,tcgetpgrp,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCSENDBREAK,tcsendbreak,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCSETATTR,tcsetattr,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCSETPGRP,tcsetpgrp,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TEMPLATE,template,cpp,identifier,13,ISO/IEC 14882:2020,,,,,,,,ढाँचा,,,,,,,,,,,,,,,,,,,
CPP_TEMPNAM,tempnam,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TERMINATE,terminate,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TERMIOS,termios,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_THIS,this,cpp,identifier,7.5.2,ISO/IEC 14882:2020,,,,,,,,यह,,,,,,,,,,,,,,,,,,,
CPP_THROW,throw,cpp,identifier,14.2,ISO/IEC 14882:2020,,,,,,,,फेंको,,,,,,,,,,,,,,,,,,,
CPP_TIME,time,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,समय,,,,,,,,,,,,,,,,,,,
CPP_TIME_T,time_t,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,समय_प्रकार,,,,,,,,,,,,,,,,,,,
CPP_TIMES,times,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बार,,,,,,,,,,,,,,,,,,,
CPP_TM,tm,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,पंचांग,,,,,,,,,,,,,,,,,,,
CPP_TMPFILE,tmpfile,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,क्षणिक_ख,,,,,,,,,,,,,,,,,,,
CPP_TMPNAM,tmpnam,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,क्षणिक,,,,,,,,,,,,,,,,,,,
CPP_TOLOWER,tolower,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,छोटे,,,,,,,,,,,,,,,,,,,
CPP_TOUPPER,toupper,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बड़े,,,,,,,,,,,,,,,,,,,
CPP_TRY,try,cpp,identifier,14.2,ISO/IEC 14882:2020,,,,,,,,प्रयास,,,,,,,,,,,,,,,,,,,کوشش
CPP_TTYNAME,ttyname,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TYPEDEF,typedef,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,प्रकार,,,,,,,,,,,,,,,,,,,قسم
CPP_TZSET,tzset,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UID_T,uid_t,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UMASK,umask,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UNAME,uname,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UNEXPECTED,unexpected,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UNGETC,ungetc,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अक्षर_वापस,,,,,,,,,,,,,,,,,,,
CPP_UNION,union,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,जोड़,,,,,,,,,,,,,,,,,,,اتحاد
CPP_UNLINK,unlink,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UNSIGNED,unsigned,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अचिन्हित,,,,,,,,,,,,,,,,,,,غیرعلامتی
CPP_UTIME,utime,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UTSNAME,utsname,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VA_ARG,va_arg,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बहु_तर्क,,,,,,,,,,,,,,,,,,,
CPP_VA_END,va_end,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बहु_पूर्ण,,,,,,,,,,,,,,,,,,,
CPP_VA_START,va_start,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बहु_शुरू,,,,,,,,,,,,,,,,,,,
CPP_VFPRINTF,vfprintf,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,भख_लिखो,,,,,,,,,,,,,,,,,,,
CPP_VIRTUAL,virtual,cpp,identifier,13.3,ISO/IEC 14882:2020,افتراضي,מדומה,আভাসী,আভাসী,افتراضي,આભાસી,מדומה,आभासी,ವಾಸ್ತವಿಕ,افتراضي,മായാ,आभासी,आभासी,ଆଭାସୀ,आभास,افتراضي,مجازی,מדומה,आभास,ਆਭਾਸੀ,आभास,افتراضي,افتراضي,מדומה,மெய்நிகர்,మాయా,مجازی
CPP_VOID,void,cpp,identifier,,ISO/IEC 14882:2020,دالة,ריק,শূন্য,কাজ,دالة,વિધેય,ריק,कृत्य,ಕಾರ್ಯ,دالة,ധർമ്മം,कार्य,शून्य,କାର୍ଯ୍ୟ,सुञ्ञ,دالة,تابع,ריק,किरिया,ਕਾਰਜ,क्रिया,دالة,دالة,ריק,செயல்,ప్రమేయం,تابع
CPP_VOLATILE,volatile,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अस्थिर,,,,,,,,,,,,,,,,,,,متغیر
CPP_VPRINTF,vprintf,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,भ_लिखो,,,,,,,,,,,,,,,,,,,
CPP_VSPRINTF,vsprintf,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,भम_लिखो,,,,,,,,,,,,,,,,,,,
CPP_WAIT,wait,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,रुको,,,,,,,,,,,,,,,,,,,
CPP_WAITPID,waitpid,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WCHAR_T,wchar_t,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,ब_अक्षर_प्रकार,,,,,,,,,,,,,,,,,,,
CPP_WCSTOMBS,wcstombs,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WCTOMB,wctomb,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WHILE,while,cpp,identifier,,ISO/IEC 14882:2020,طالما,כלעוד,যেতিয়ালৈ,যতক্ষণ,طالما,જ્યાંસુધી,כלעוד,जबतक,ತನಕ,طالما,വരെ,पर्यंत,जबसम्म,ଯେପର୍ଯ୍ୟନ୍ତ,याव,طالما,تازمانیکه,כלעוד,जाव,ਜਦਤੱਕ,यावत्,طالما,طالما,ܟܡܐ,வரை,వరకు,جبتک
CPP_WILD,wild,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WRITE,write,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,ग_लिखो,,,,,,,,,,,,,,,,,,,
CPP_IOSTREAM_H,iostream.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,पनप्रवाह\.स,,,,,,,,,,,,,,,,,,,
CPP_IOSTREAM,iostream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,पनप्रवाह_स,,,,,,,,,,,,,,,,,,,
CPP_COUT,cout,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अ_बाहर,,,,,,,,,,,,,,,,,,,
CPP_CIN,cin,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अ_अंदर,,,,,,,,,,,,,,,,,,,
CPP_DEC,dec,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,डेसी,,,,,,,,,,,,,,,,,,,گھٹاؤ
CPP_HEX,hex,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,षष्ठ,,,,,,,,,,,,,,,,,,,
CPP_OCT,oct,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अष्ट,,,,,,,,,,,,,,,,,,,
CPP_WS,ws,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,खाली,,,,,,,,,,,,,,,,,,,
CPP_ENDL,endl,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,प_पूर्ण,,,,,,,,,,,,,,,,,,,
CPP_ENDS,ends,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_पूर्ण,,,,,,,,,,,,,,,,,,,
CPP_FLUSH,flush,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,सफाई,,,,,,,,,,,,,,,,,,,
CPP_RESETIOSFLAGS,resetiosflags,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,पुनः_पन_झंडे,,,,,,,,,,,,,,,,,,,
CPP_SETBASE,setbase,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,रखो_आधार,,,,,,,,,,,,,,,,,,,
CPP_SETFILL,setfill,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,रखो_भरो,,,,,,,,,,,,,,,,,,,
CPP_SETIOSFLAGS,setiosflags,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,रखो_पन_झंडे,,,,,,,,,,,,,,,,,,,
CPP_SETPRECISION,setprecision,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,रखो_सटीक,,,,,,,,,,,,,,,,,,,
CPP_SETW,setw,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,रखो_चौड़ाई,,,,,,,,,,,,,,,,,,,
CPP_IOS,ios,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,पनप,,,,,,,,,,,,,,,,,,,
CPP_SKIPWS,skipws,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,छोड़ो_खाली,,,,,,,,,,,,,,,,,,,
CPP_LEFT,left,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बाँए,,,,,,,,,,,,,,,,,,,بائیں
CPP_RIGHT,right,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,दाँए,,,,,,,,,,,,,,,,,,,دائیں
CPP_SCIENTIFIC,scientific,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,वैज्ञानिक,,,,,,,,,,,,,,,,,,,
CPP_FIXED,fixed,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,जड़,,,,,,,,,,,,,,,,,,,
CPP_UPPERCASE,uppercase,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बड़ा,,,,,,,,,,,,,,,,,,,
CPP_SHOWBASE,showbase,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लिखो_आधार,,,,,,,,,,,,,,,,,,,
CPP_SHOWPOINT,showpoint,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लिखो_बिंदु,,,,,,,,,,,,,,,,,,,
CPP_SHOWPOS,showpos,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लिखो_चिन्ह,,,,,,,,,,,,,,,,,,,
CPP_OSTREAM,ostream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,ब_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_ISTREAM,istream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अ_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_FSTREAM_H,fstream.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,खप्रवाह\.स,,,,,,,,,,,,,,,,,,,
CPP_FSTREAM,fstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,ख_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_IFSTREAM,ifstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अख_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_INS,ins,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_लो,,,,,,,,,,,,,,,,,,,
CPP_APP,app,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,नत्थी,,,,,,,,,,,,,,,,,,,
CPP_ATE,ate,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अंत_पर,,,,,,,,,,,,,,,,,,,
CPP_NOCREATE,nocreate,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,न_नया,,,,,,,,,,,,,,,,,,,
CPP_NOREPLACE,noreplace,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,न_प्रति,,,,,,,,,,,,,,,,,,,
CPP_TRUNC,trunc,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,छाँटो,,,,,,,,,,,,,,,,,,,
CPP_OFSTREAM,ofstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बख_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_OUTS,outs,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_दो,,,,,,,,,,,,,,,,,,,
CPP_CERR,cerr,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अ_त्रुटि,,,,,,,,,,,,,,,,,,,
CPP_GET,get,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लो,,,,,,,,,,,,,,,,,,,
CPP_PUT,put,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,दो,,,,,,,,,,,,,,,,,,,
CPP_SEEKG,seekg,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,ग_स्थान,,,,,,,,,,,,,,,,,,,
CPP_FAIL,fail,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,हार,,,,,,,,,,,,,,,,,,,
CPP_EOF,eof,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,खप,,,,,,,,,,,,,,,,,,,
CPP_CLEAR,clear,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,सफा,,,,,,,,,,,,,,,,,,,
CPP_BAD,bad,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बुरा,,,,,,,,,,,,,,,,,,,
CPP_GOOD,good,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अच्छा,,,,,,,,,,,,,,,,,,,
CPP_STRSTREAM_H,strstream.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,मप्रवाह\.स,,,,,,,,,,,,,,,,,,,
CPP_SSTREAM,sstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,मप्रवाह_स,,,,,,,,,,,,,,,,,,,
CPP_STRSTREAM,strstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_OSTRSTREAM,ostrstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,बम_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_ISTRSTREAM,istrstream,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अम_प्रवाह,,,,,,,,,,,,,,,,,,,
CPP_GETLINE,getline,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लो_पंक्ति,,,,,,,,,,,,,,,,,,,
CPP_BINARY,binary,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,द्विग,,,,,,,,,,,,,,,,,,,
CPP_SEEKP,seekp,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,प_स्थान,,,,,,,,,,,,,,,,,,,
CPP_STDIO,stdio,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,मानकपन,,,,,,,,,,,,,,,,,,,
CPP_GETTIME,gettime,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,समय_लो,,,,,,,,,,,,,,,,,,,
CPP_SETTIME,settime,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,समय_रखो,,,,,,,,,,,,,,,,,,,
BASIC_REM,REM,basic,identifier,,ECMA-116 / QB64,,,,,,,,टिप,,,,,,,,,,,,,,,,,,,تبصرہ
BASIC_CLS,CLS,basic,identifier,,ECMA-116 / QB64,,,,,,,,साफ,,,,,,,,,,,,,,,,,,,صاف
BASIC_LOCATE,LOCATE,basic,identifier,,ECMA-116 / QB64,,,,,,,,स्थान,,,,,,,,,,,,,,,,,,,مقام
BASIC_PRINT,PRINT,basic,identifier,,ECMA-116 / QB64,,,,,,,,लिखो,,,,,,,,,,,,,,,,,,,لکھو
BASIC_INPUT,INPUT,basic,identifier,,ECMA-116 / QB64,,,,,,,,पूछो,,,,,,,,,,,,,,,,,,,پڑھو
BASIC_COLOR,COLOR,basic,identifier,,ECMA-116 / QB64,,,,,,,,रंग,,,,,,,,,,,,,,,,,,,رنگ
BASIC_PALETTE,PALETTE,basic,identifier,,ECMA-116 / QB64,,,,,,,,रंगकोष,,,,,,,,,,,,,,,,,,,
BASIC_XTEXT,XTEXT,basic,identifier,,ECMA-116 / QB64,,,,,,,,चित्र_लिखो,,,,,,,,,,,,,,,,,,,
BASIC_DATE,DATE,basic,identifier,,ECMA-116 / QB64,,,,,,,,दिनांक,,,,,,,,,,,,,,,,,,,
BASIC_TIME,TIME,basic,identifier,,ECMA-116 / QB64,,,,,,,,समय,,,,,,,,,,,,,,,,,,,
BASIC_SPACE,SPACE,basic,identifier,,ECMA-116 / QB64,,,,,,,,खाली,,,,,,,,,,,,,,,,,,,
BASIC_MID,MID,basic,identifier,,ECMA-116 / QB64,,,,,,,,बीच,,,,,,,,,,,,,,,,,,,
BASIC_LEFT,LEFT,basic,identifier,,ECMA-116 / QB64,,,,,,,,पूर्व,,,,,,,,,,,,,,,,,,,
BASIC_RIGHT,RIGHT,basic,identifier,,ECMA-116 / QB64,,,,,,,,अंत,,,,,,,,,,,,,,,,,,,
BASIC_STRING,STRING,basic,identifier,,ECMA-116 / QB64,,,,,,,,माला,,,,,,,,,,,,,,,,,,,
BASIC_STR,STR,basic,identifier,,ECMA-116 / QB64,,,,,,,,अंक_माला,,,,,,,,,,,,,,,,,,,
BASIC_CHR,CHR,basic,identifier,,ECMA-116 / QB64,,,,,,,,लिपी,,,,,,,,,,,,,,,,,,,
BASIC_UCASE,UCASE,basic,identifier,,ECMA-116 / QB64,,,,,,,,बड़े,,,,,,,,,,,,,,,,,,,
BASIC_LCASE,LCASE,basic,identifier,,ECMA-116 / QB64,,,,,,,,छोटे,,,,,,,,,,,,,,,,,,,
BASIC_LTRIM,LTRIM,basic,identifier,,ECMA-116 / QB64,,,,,,,,पूर्वक्षय,,,,,,,,,,,,,,,,,,,
BASIC_RTRIM,RTRIM,basic,identifier,,ECMA-116 / QB64,,,,,,,,अंतक्षय,,,,,,,,,,,,,,,,,,,
BASIC_INSTR,INSTR,basic,identifier,,ECMA-116 / QB64,,,,,,,,अंश,,,,,,,,,,,,,,,,,,,
BASIC_ASC,ASC,basic,identifier,,ECMA-116 / QB64,,,,,,,,इस,,,,,,,,,,,,,,,,,,,
BASIC_VAL,VAL,basic,identifier,,ECMA-116 / QB64,,,,,,,,मान,,,,,,,,,,,,,,,,,,,
BASIC_LEN,LEN,basic,identifier,,ECMA-116 / QB64,,,,,,,,माप,,,,,,,,,,,,,,,,,,,
BASIC_HEX,HEX,basic,identifier,,ECMA-116 / QB64,,,,,,,,षष्ठादशक,,,,,,,,,,,,,,,,,,,
BASIC_OCT,OCT,basic,identifier,,ECMA-116 / QB64,,,,,,,,आष्टक,,,,,,,,,,,,,,,,,,,
BASIC_INKEY,INKEY,basic,identifier,,ECMA-116 / QB64,,,,,,,,च_दबाया,,,,,,,,,,,,,,,,,,,
BASIC_TIMER,TIMER,basic,identifier,,ECMA-116 / QB64,,,,,,,,समयक,,,,,,,,,,,,,,,,,,,
BASIC_RANDOMIZE,RANDOMIZE,basic,identifier,,ECMA-116 / QB64,,,,,,,,अक्रम_क्रिया,,,,,,,,,,,,,,,,,,,بےترتیب
BASIC_LET,LET,basic,identifier,,ECMA-116 / QB64,,,,,,,,मानो,,,,,,,,,,,,,,,,,,,مانو
BASIC_DIM,DIM,basic,identifier,,ECMA-116 / QB64,,,,,,,,आयाम,,,,,,,,,,,,,,,,,,,ابعاد
BASIC_SHARED,SHARED,basic,identifier,,ECMA-116 / QB64,,,,,,,,सार्व,,,,,,,,,,,,,,,,,,,
BASIC_CONST,CONST,basic,identifier,,ECMA-116 / QB64,,,,,,,,स्थिर,,,,,,,,,,,,,,,,,,,
BASIC_IF,IF,basic,identifier,,ECMA-116 / QB64,,,,,,,,अगर,,,,,,,,,,,,,,,,,,,اگر
BASIC_THEN,THEN,basic,identifier,,ECMA-116 / QB64,,,,,,,,है,,,,,,,,,,,,,,,,,,,تو
BASIC_ELSE,ELSE,basic,identifier,,ECMA-116 / QB64,,,,,,,,अन्यथा,,,,,,,,,,,,,,,,,,,ورنہ
BASIC_FOR,FOR,basic,identifier,,ECMA-116 / QB64,,,,,,,,क्रम,,,,,,,,,,,,,,,,,,,برائے
BASIC_TO,TO,basic,identifier,,ECMA-116 / QB64,,,,,,,,से,,,,,,,,,,,,,,,,,,,تا
BASIC_STEP,STEP,basic,identifier,,ECMA-116 / QB64,,,,,,,,गति,,,,,,,,,,,,,,,,,,,قدم
BASIC_NEXT,NEXT,basic,identifier,,ECMA-116 / QB64,,,,,,,,क्रमान्त,,,,,,,,,,,,,,,,,,,اگلا
BASIC_DO,DO,basic,identifier,,ECMA-116 / QB64,,,,,,,,करो,,,,,,,,,,,,,,,,,,,کرو
BASIC_LOOP,LOOP,basic,identifier,,ECMA-116 / QB64,,,,,,,,फिर,,,,,,,,,,,,,,,,,,,دہراؤ
BASIC_WHILE,WHILE,basic,identifier,,ECMA-116 / QB64,,,,,,,,जब,,,,,,,,,,,,,,,,,,,جبتک
BASIC_WEND,WEND,basic,identifier,,ECMA-116 / QB64,,,,,,,,तब,,,,,,,,,,,,,,,,,,,ختمجبتک
BASIC_OPEN,OPEN,basic,identifier,,ECMA-116 / QB64,,,,,,,,खोलो,,,,,,,,,,,,,,,,,,,کھولو
BASIC_OUTPUT,OUTPUT,basic,identifier,,ECMA-116 / QB64,,,,,,,,लेखन,,,,,,,,,,,,,,,,,,,
BASIC_APPEND,APPEND,basic,identifier,,ECMA-116 / QB64,,,,,,,,नत्थी,,,,,,,,,,,,,,,,,,,
BASIC_AS,AS,basic,identifier,,ECMA-116 / QB64,,,,,,,,पंथ,,,,,,,,,,,,,,,,,,,
BASIC_CLOSE,CLOSE,basic,identifier,,ECMA-116 / QB64,,,,,,,,बंद,,,,,,,,,,,,,,,,,,,بندکرو
BASIC_EOF,EOF,basic,identifier,,ECMA-116 / QB64,,,,,,,,ख_प,,,,,,,,,,,,,,,,,,,
BASIC_EXISTS,EXISTS,basic,identifier,,ECMA-116 / QB64,,,,,,,,पूर्वासित,,,,,,,,,,,,,,,,,,,
BASIC_END,END,basic,identifier,,ECMA-116 / QB64,,,,,,,,समाप्त,,,,,,,,,,,,,,,,,,,ختم
BASIC_SHELL,SHELL,basic,identifier,,ECMA-116 / QB64,,,,,,,,अवकाश,,,,,,,,,,,,,,,,,,,
BASIC_GOTO,GOTO,basic,identifier,,ECMA-116 / QB64,,,,,,,,अगला,,,,,,,,,,,,,,,,,,,جاؤ
BASIC_GOSUB,GOSUB,basic,identifier,,ECMA-116 / QB64,,,,,,,,जाओ,,,,,,,,,,,,,,,,,,,ذیلی
BASIC_RETURN,RETURN,basic,identifier,,ECMA-116 / QB64,,,,,,,,वापस,,,,,,,,,,,,,,,,,,,واپس
BASIC_FUNCTION,FUNCTION,basic,identifier,,ECMA-116 / QB64,,,,,,,,क्रिया,,,,,,,,,,,,,,,,,,,عمل
BASIC_SUB,SUB,basic,identifier,,ECMA-116 / QB64,,,,,,,,अणु,,,,,,,,,,,,,,,,,,,ذیلیعمل
BASIC_EXIT_SUB,EXIT SUB,basic,identifier,,ECMA-116 / QB64,,,,,,,,निकास,,,,,,,,,,,,,,,,,,,
BASIC__NC_BREAK__N,\nC break;\n,basic,identifier,,ECMA-116 / QB64,,,,,,,,अवरोध,,,,,,,,,,,,,,,,,,,
BASIC__NC_CONTINUE__N,\nC continue;\n,basic,identifier,,ECMA-116 / QB64,,,,,,,,जारी,,,,,,,,,,,,,,,,,,,
BASIC_STATIC,STATIC,basic,identifier,,ECMA-116 / QB64,,,,,,,,जड़,,,,,,,,,,,,,,,,,,,
BASIC_DECLARE,DECLARE,basic,identifier,,ECMA-116 / QB64,,,,,,,,घोष,,,,,,,,,,,,,,,,,,,
BASIC_CALL,CALL,basic,identifier,,ECMA-116 / QB64,,,,,,,,अनुक्रम,,,,,,,,,,,,,,,,,,,بلاؤ
BASIC_LOG,LOG,basic,identifier,,ECMA-116 / QB64,,,,,,,,लॉग,,,,,,,,,,,,,,,,,,,
BASIC_SIN,SIN,basic,identifier,,ECMA-116 / QB64,,,,,,,,साइन,,,,,,,,,,,,,,,,,,,
BASIC_COS,COS,basic,identifier,,ECMA-116 / QB64,,,,,,,,कॉस,,,,,,,,,,,,,,,,,,,
BASIC_TAN,TAN,basic,identifier,,ECMA-116 / QB64,,,,,,,,टैन,,,,,,,,,,,,,,,,,,,
BASIC_ATN,ATN,basic,identifier,,ECMA-116 / QB64,,,,,,,,अटैन,,,,,,,,,,,,,,,,,,,
BASIC_SQR,SQR,basic,identifier,,ECMA-116 / QB64,,,,,,,,वर्गमूल,,,,,,,,,,,,,,,,,,,
BASIC_ABS,ABS,basic,identifier,,ECMA-116 / QB64,,,,,,,,समपूर्ण,,,,,,,,,,,,,,,,,,,
BASIC_EXP,EXP,basic,identifier,,ECMA-116 / QB64,,,,,,,,प्रतिपादक,,,,,,,,,,,,,,,,,,,
BASIC_SGN,SGN,basic,identifier,,ECMA-116 / QB64,,,,,,,,चिंह,,,,,,,,,,,,,,,,,,,
BASIC_RND,RND,basic,identifier,,ECMA-116 / QB64,,,,,,,,अक्रमान्क,,,,,,,,,,,,,,,,,,,
BASIC_INT,INT,basic,identifier,,ECMA-116 / QB64,,,,,,,,अंक,,,,,,,,,,,,,,,,,,,
BASIC_CINT,CINT,basic,identifier,,ECMA-116 / QB64,,,,,,,,पूर्णांक,,,,,,,,,,,,,,,,,,,
BASIC_MOD,MOD,basic,identifier,,ECMA-116 / QB64,,,,,,,,शेष,,,,,,,,,,,,,,,,,,,
BASIC_SCREEN,SCREEN,basic,identifier,,ECMA-116 / QB64,,,,,,,,पर्दा,,,,,,,,,,,,,,,,,,,پردہ
BASIC_CIRCLE,CIRCLE,basic,identifier,,ECMA-116 / QB64,,,,,,,,वृत,,,,,,,,,,,,,,,,,,,دائرہ
BASIC_LINE,LINE,basic,identifier,,ECMA-116 / QB64,,,,,,,,रेखा,,,,,,,,,,,,,,,,,,,لکیر
BASIC_PSET,PSET,basic,identifier,,ECMA-116 / QB64,,,,,,,,बिन्दु,,,,,,,,,,,,,,,,,,,نقطہ
BASIC_AND,AND,basic,identifier,,ECMA-116 / QB64,,,,,,,,और,,,,,,,,,,,,,,,,,,,
BASIC__,&,basic,identifier,,ECMA-116 / QB64,,,,,,,,और_ब,,,,,,,,,,,,,,,,,,,
BASIC_OR,OR,basic,identifier,,ECMA-116 / QB64,,,,,,,,या,,,,,,,,,,,,,,,,,,,
