construct,standard,host,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
CPP_S_IXUSR,S_IXUSR,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SCREENMODE,ScreenMode,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCIFLUSH,TCIFLUSH,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCIOFF,TCIOFF,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCIOFLUSH,TCIOFLUSH,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCION,TCION,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCOFF,TCOFF,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCOFLUSH,TCOFLUSH,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCOON,TCOON,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCSADRAIN,TCSADRAIN,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCSAFLUSH,TCSAFLUSH,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TCSANOW,TCSANOW,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TMP_MAX,TMP_MAX,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_TOSTOP,TOSTOP,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TZNAME_MAX,TZNAME_MAX,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_UCHAR_MAX,UCHAR_MAX,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_UINT_MAX,UINT_MAX,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_ULONG_MAX,ULONG_MAX,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_USHRT_MAX,USHRT_MAX,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_VEOF,VEOF,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VEOL,VEOL,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VERASE,VERASE,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VINTR,VINTR,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VKILL,VKILL,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VMIN,VMIN,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VQUIT,VQUIT,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VSTART,VSTART,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VSTOP,VSTOP,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VSUSP,VSUSP,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_VTIME,VTIME,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_WEXITSTATUS,WEXITSTATUS,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_WIFEXITED,WIFEXITED,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_WIFSIGNALED,WIFSIGNALED,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
